match_id,set_no,game_no,point_no,player1,player2,elapsed_time,p1_distance_run,p2_distance_run,p1_sets,p2_sets,p1_games,p2_games,p1_points_won,p2_points_won,set_victor,game_victor,point_victor,p1_score,p2_score,server,serve_no,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed
2023-wimbledon-1301,1,5,34,Carlos Alcaraz,Nicolas Jarry,0:21:27,30.782,25.6,0,0,2,2,17,17,0,0,1,40,40,1,2,5,97,C,CTL,D,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,1,5,35,Carlos Alcaraz,Nicolas Jarry,0:22:19,6.824,9.574,0,0,2,2,18,17,0,1,1,AD,40,1,1,1,114,C,NCTL,D,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,1,6,36,Carlos Alcaraz,Nicolas Jarry,0:24:22,7.809,6.11,0,0,3,2,18,18,0,0,2,0,0,2,1,1,110,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,6,37,Carlos Alcaraz,Nicolas Jarry,0:24:53,29.094,29.593,0,0,3,2,19,18,0,0,1,0,15,2,2,6,90,BW,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,6,38,Carlos Alcaraz,Nicolas Jarry,0:26:05,6.815,5.189,0,0,3,2,19,19,0,0,2,15,15,2,1,1,125,C,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,6,39,Carlos Alcaraz,Nicolas Jarry,0:26:30,2.678,2.617,0,0,3,2,19,20,0,0,2,15,30,2,1,1,127,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,6,40,Carlos Alcaraz,Nicolas Jarry,0:26:56,5.043,4.667,0,0,3,2,19,21,0,2,2,15,40,2,2,1,111,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,7,41,Carlos Alcaraz,Nicolas Jarry,0:27:42,34.233,32.677,0,0,3,3,20,21,0,0,1,0,0,1,2,9,107,BW,NCTL,ND,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,7,42,Carlos Alcaraz,Nicolas Jarry,0:28:37,9.872,19.138,0,0,3,3,21,21,0,0,1,15,0,1,1,3,120,C,NCTL,ND,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,7,43,Carlos Alcaraz,Nicolas Jarry,0:29:06,6.277,11.043,0,0,3,3,22,21,0,0,1,30,0,1,1,3,115,W,CTL,ND,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,7,44,Carlos Alcaraz,Nicolas Jarry,0:29:32,18.076,18.664,0,0,3,3,22,22,0,0,2,40,0,1,2,6,104,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,7,45,Carlos Alcaraz,Nicolas Jarry,0:30:17,31.727,25.324,0,0,3,3,23,22,0,1,1,40,15,1,2,5,101,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,46,Carlos Alcaraz,Nicolas Jarry,0:32:34,5.879,4.853,0,0,4,3,23,23,0,0,2,0,0,2,1,1,132,C,CTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,47,Carlos Alcaraz,Nicolas Jarry,0:32:57,0.929,0.93,0,0,4,3,24,23,0,0,1,0,15,2,2,0,NA,W,CTL,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,48,Carlos Alcaraz,Nicolas Jarry,0:33:33,1.427,0.849,0,0,4,3,24,24,0,0,2,15,15,2,1,1,130,C,CTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,49,Carlos Alcaraz,Nicolas Jarry,0:33:58,17.838,18.464,0,0,4,3,25,24,0,0,1,15,30,2,2,6,101,BW,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,50,Carlos Alcaraz,Nicolas Jarry,0:34:46,61.781,54.356,0,0,4,3,26,24,0,0,1,30,30,2,2,16,106,B,NCTL,D,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,8,51,Carlos Alcaraz,Nicolas Jarry,0:36:02,29.677,19.121,0,0,4,3,27,24,0,1,1,40,30,2,2,6,106,B,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2023-wimbledon-1301,1,9,52,Carlos Alcaraz,Nicolas Jarry,0:37:18,3.341,4.725,0,0,5,3,28,24,0,0,1,0,0,1,1,1,115,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,53,Carlos Alcaraz,Nicolas Jarry,0:37:44,5.528,7.524,0,0,5,3,28,25,0,0,2,15,0,1,2,2,100,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,54,Carlos Alcaraz,Nicolas Jarry,0:38:26,4.227,6.116,0,0,5,3,29,25,0,0,1,15,15,1,1,1,122,BC,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,55,Carlos Alcaraz,Nicolas Jarry,0:38:54,11.654,11.702,0,0,5,3,29,26,0,0,2,30,15,1,1,4,115,C,NCTL,ND,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,56,Carlos Alcaraz,Nicolas Jarry,0:39:29,11.34,11.519,0,0,5,3,30,26,0,0,1,30,30,1,1,3,129,C,NCTL,ND,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,57,Carlos Alcaraz,Nicolas Jarry,0:40:01,9.299,8.077,0,0,5,3,30,27,0,0,2,40,30,1,1,2,113,BW,NCTL,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,58,Carlos Alcaraz,Nicolas Jarry,0:40:33,31.428,29.751,0,0,5,3,31,27,0,0,1,40,40,1,1,7,114,BW,NCTL,D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,59,Carlos Alcaraz,Nicolas Jarry,0:41:23,16.514,17.962,0,0,5,3,31,28,0,0,2,AD,40,1,2,4,88,BW,NCTL,ND,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,1,9,60,Carlos Alcaraz,Nicolas Jarry,0:42:31,21.882,23.411,0,0,5,3,31,29,0,0,2,40,40,1,1,6,123,BC,NCTL,D,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,1,9,61,Carlos Alcaraz,Nicolas Jarry,0:43:18,18.705,28.259,0,0,5,3,32,29,0,0,1,40,AD,1,1,7,121,BC,NCTL,ND,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023-wimbledon-1301,1,9,62,Carlos Alcaraz,Nicolas Jarry,0:43:59,2.109,3.14,0,0,5,3,33,29,0,0,1,40,40,1,1,1,130,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,1,9,63,Carlos Alcaraz,Nicolas Jarry,0:44:29,16.592,19.606,0,0,5,3,34,29,1,1,1,AD,40,1,1,3,132,BW,NCTL,ND,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2023-wimbledon-1301,2,1,64,Carlos Alcaraz,Nicolas Jarry,0:47:04,1.621,0.843,1,0,0,0,34,30,0,0,2,0,0,2,1,1,123,C,NCTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,1,65,Carlos Alcaraz,Nicolas Jarry,0:47:27,0.896,0.864,1,0,0,0,34,31,0,0,2,0,15,2,1,1,117,C,NCTL,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,1,66,Carlos Alcaraz,Nicolas Jarry,0:47:52,3.619,3.818,1,0,0,0,34,32,0,0,2,0,30,2,1,1,123,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,2,1,67,Carlos Alcaraz,Nicolas Jarry,0:48:17,9.33,6.471,1,0,0,0,34,33,0,2,2,0,40,2,1,1,122,C,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,68,Carlos Alcaraz,Nicolas Jarry,0:49:17,0.827,1.015,1,0,0,1,35,33,0,0,1,0,0,1,1,1,127,C,NCTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,69,Carlos Alcaraz,Nicolas Jarry,0:49:38,2.754,3.715,1,0,0,1,36,33,0,0,1,15,0,1,2,1,102,BW,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,70,Carlos Alcaraz,Nicolas Jarry,0:50:14,3.314,3.801,1,0,0,1,36,34,0,0,2,30,0,1,2,2,111,BW,NCTL,D,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,71,Carlos Alcaraz,Nicolas Jarry,0:51:10,35.48,40.171,1,0,0,1,36,35,0,0,2,30,15,1,1,12,118,BC,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,72,Carlos Alcaraz,Nicolas Jarry,0:51:54,0.824,1.682,1,0,0,1,37,35,0,0,1,30,30,1,1,1,126,C,NCTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,73,Carlos Alcaraz,Nicolas Jarry,0:52:21,11.674,13.243,1,0,0,1,37,36,0,0,2,40,30,1,2,2,97,W,CTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,74,Carlos Alcaraz,Nicolas Jarry,0:53:06,7.494,9.222,1,0,0,1,37,37,0,0,2,40,40,1,2,2,105,BC,NCTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,2,75,Carlos Alcaraz,Nicolas Jarry,0:54:11,8.235,10.59,1,0,0,1,37,38,0,2,2,40,AD,1,1,2,129,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2023-wimbledon-1301,2,3,76,Carlos Alcaraz,Nicolas Jarry,0:54:56,8.125,7.455,1,0,0,2,37,39,0,0,2,0,0,2,1,1,126,C,CTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,3,77,Carlos Alcaraz,Nicolas Jarry,0:55:20,9.712,11.06,1,0,0,2,37,40,0,0,2,0,15,2,1,1,128,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,3,78,Carlos Alcaraz,Nicolas Jarry,0:55:50,10.788,5.077,1,0,0,2,37,41,0,0,2,0,30,2,1,3,108,BW,NCTL,D,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,3,79,Carlos Alcaraz,Nicolas Jarry,0:57:08,33.044,35.246,1,0,0,2,37,42,0,2,2,0,40,2,2,7,101,W,CTL,D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,80,Carlos Alcaraz,Nicolas Jarry,0:59:22,54.924,44.017,1,0,0,3,37,43,0,0,2,0,0,1,2,10,106,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,81,Carlos Alcaraz,Nicolas Jarry,1:00:17,6.013,9.173,1,0,0,3,38,43,0,0,1,0,15,1,1,1,111,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,82,Carlos Alcaraz,Nicolas Jarry,1:00:41,0.761,0.939,1,0,0,3,39,43,0,0,1,15,15,1,1,1,110,W,CTL,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,83,Carlos Alcaraz,Nicolas Jarry,1:01:21,57.844,40.876,1,0,0,3,39,44,0,0,2,30,15,1,1,8,119,C,CTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,84,Carlos Alcaraz,Nicolas Jarry,1:02:05,12.977,15.558,1,0,0,3,39,45,0,0,2,30,30,1,2,4,95,C,NCTL,ND,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,2,4,85,Carlos Alcaraz,Nicolas Jarry,1:02:54,9.419,12.316,1,0,0,3,40,45,0,0,1,30,40,1,2,3,95,B,NCTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2023-wimbledon-1301,2,4,86,Carlos Alcaraz,Nicolas Jarry,1:03:50,14.306,18.004,1,0,0,3,41,45,0,0,1,40,40,1,1,3,102,BW,CTL,ND,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,4,87,Carlos Alcaraz,Nicolas Jarry,1:04:21,46.74,38.948,1,0,0,3,42,45,0,1,1,AD,40,1,2,11,120,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,88,Carlos Alcaraz,Nicolas Jarry,1:05:38,31.199,15.177,1,0,1,3,42,46,0,0,2,0,0,2,1,5,113,W,CTL,D,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,89,Carlos Alcaraz,Nicolas Jarry,1:06:16,11.273,7.428,1,0,1,3,42,47,0,0,2,0,15,2,1,1,128,W,NCTL,D,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,2,5,90,Carlos Alcaraz,Nicolas Jarry,1:06:46,22.467,16.135,1,0,1,3,43,47,0,0,1,0,30,2,2,6,111,C,NCTL,ND,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,91,Carlos Alcaraz,Nicolas Jarry,1:07:42,36.689,27.317,1,0,1,3,44,47,0,0,1,15,30,2,1,8,131,BW,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,92,Carlos Alcaraz,Nicolas Jarry,1:08:26,39.829,32.608,1,0,1,3,45,47,0,0,1,30,30,2,1,10,134,C,NCTL,D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,93,Carlos Alcaraz,Nicolas Jarry,1:09:19,30.783,24.947,1,0,1,3,45,48,0,0,2,40,30,2,1,5,123,B,NCTL,ND,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2023-wimbledon-1301,2,5,94,Carlos Alcaraz,Nicolas Jarry,1:10:24,39.903,38.624,1,0,1,3,46,48,0,0,1,40,40,2,2,10,107,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,95,Carlos Alcaraz,Nicolas Jarry,1:11:30,26.961,12.75,1,0,1,3,46,49,0,0,2,AD,40,2,1,3,118,W,CTL,ND,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2023-wimbledon-1301,2,5,96,Carlos Alcaraz,Nicolas Jarry,1:12:08,6.211,4.663,1,0,1,3,46,50,0,0,2,40,40,2,1,1,131,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,5,97,Carlos Alcaraz,Nicolas Jarry,1:12:37,20.629,16.426,1,0,1,3,46,51,0,2,2,40,AD,2,1,5,129,BW,NCTL,NA,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-wimbledon-1301,2,6,98,Carlos Alcaraz,Nicolas Jarry,1:14:48,6.367,14.617,1,0,1,4,46,52,0,0,2,0,0,1,2,2,115,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,6,99,Carlos Alcaraz,Nicolas Jarry,1:15:27,4.716,6.076,1,0,1,4,47,52,0,0,1,0,15,1,1,1,109,C,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,6,100,Carlos Alcaraz,Nicolas Jarry,1:15:55,5.607,6.246,1,0,1,4,47,53,0,0,2,15,15,1,2,2,91,C,NCTL,ND,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,6,101,Carlos Alcaraz,Nicolas Jarry,1:16:53,2.576,4.202,1,0,1,4,48,53,0,0,1,15,30,1,1,1,126,W,NCTL,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-wimbledon-1301,2,6,102,Carlos Alcaraz,Nicolas Jarry,1:17:22,12.352,19.512,1,0,1,4,49,53,0,0,1,30,30,1,1,1,108,B,NCTL,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
